,OPIS Truckstop ID,Address,Truckstop Name,City,State,Rack ID,Retail Price,lat_truck,lon_truck,lat_city,lon_city
872,6642,"I-95/SR-9, EXIT 147 & SR-60",TA VERO BEACH TRAVEL CENTER #197,Vero Beach,FL,95,3.484,27.7271982,-80.4197841,27.6386434,-80.39727359999999
873,6646,"I-65, EXIT 215 & SR-114",FAMILY EXPRESS #35 (DISCOUNT AVAILABLE),Rensselaer                              ,IN,365,3.13233333,40.927471,-87.1565394,40.9367045,-87.15085619999999
874,6655,"I-95,  EXIT 109B",BP DBA TA ELKTON TRAVEL CENTER,Elkton,MD,150,4.969,39.6437155,-75.7975165,39.60677889999999,-75.83327179999999
875,6659,US-41,GURNEE TRUCK STOP,Gurnee                                  ,IL,290,3.334,42.39552459999999,-87.92803130000001,42.3702996,-87.90201859999999
876,6661,"I-65, EXIT 61",TA FRANKLIN TRAVEL CENTER,Franklin,TN,460,3.839,35.9159352,-86.8828467,35.9250637,-86.8688899
877,6663,"I-40, EXIT 170 & US-601",TA of Mocksville,Mocksville,NC,46,3.699,35.8940263,-80.5614494,35.8940263,-80.5614494
878,6677,"I-29, EXIT 73",ROADWAY TRAVEL CENTER,Sioux Falls                             ,SD,530,3.199,43.461253,-96.7943864,43.5460223,-96.731265
879,6693,US-77,SAPP BROS TRAVEL CENTER,Fremont,NE,486,3.34566666,41.4711349,-96.4962164,41.4333909,-96.49814669999999
880,6701,"I-65, EXIT 304 & SR-69",JACKS TRUCK STOP,Cullman,AL,615,3.999,34.1150501,-86.86335869999999,34.1748208,-86.8436124
881,6704,"I-91, EXIT 24",FL Roberts,Whately,MA,100,3.559,42.4643684,-72.6178082,42.4398101,-72.6348118
882,6716,"I-29/US-81, EXIT 65 & I-94 BUS/US-10",MARATHON,Fargo,ND,341,3.449,46.8771863,-96.7898034,46.8771863,-96.7898034
883,6721,"I-29, EXIT 64",STAMART 1222,Fargo,ND,341,3.38566666,46.889315,-96.8358892,46.8771863,-96.7898034
884,6725,"I-29, EXIT 141 & US-2",TA EXPRESS GRAND FORKS #948,Grand Forks,ND,355,3.539,47.9252568,-97.0328547,47.9252568,-97.0328547
885,6734,"I-25, EXIT 128",TOMAHAWK TRUCK STOP,Fountain,CO,803,3.299,38.6722994,-104.7123757,38.682219,-104.7008056
886,6736,"I-35 & ROUTE N, EXIT 106",EAGLEVILLE TRAVEL CENTER,Eagleville,MO,320,2.93566666,40.4652128,-93.9742473,40.4691664,-93.98717359999999
887,6742,"I-94/US-52, EXIT 178 & SR-24",Holiday #3810,Clearwater,MN,453,3.22066666,45.4128481,-94.05448520000002,45.4194099,-94.0488721
888,6744,US-2/US-52,FLYING J #550,Minot,ND,273,3.93566666,48.2242167,-101.35096,48.2329668,-101.2922906
889,6745,"I-10, EXIT 139",TIGER TRUCK STOP,Grosse Tete,LA,600,3.059,30.41647469999999,-91.4364054,30.4110276,-91.4337211
890,6755,"I-40, EXIT 161 & SR-391",PETRO STOPPING CENTER #326,North Little Rock,AR,695,3.20733333,34.780952,-92.12977219999999,34.756104,-92.2677497
891,6760,"I-87, EXIT 32",BETTY BEAVERS TRUCKSTOP,Lewis,NY,12,3.669,44.2817407,-73.53868589999999,44.27502700000001,-73.5655742
892,6765,"I-95, EXIT 68 & SR-61",CIRCLE C TRAVEL PLAZA,Walterboro,SC,195,3.079,33.0825404,-80.6479501,32.9051704,-80.6667688
893,6806,"I-78/US-22, EXIT 45 & SR-863",Onvo Travel Plaza,Kutztown,PA,90,3.32733333,40.5812201,-75.7072519,40.5173165,-75.7774177
894,6810,"I-95, EXIT 89 & SR-802",TA RICHMOND,Ashland,VA,180,3.60566666,37.722775,-77.44704399999999,37.7590318,-77.47998369999999
895,6811,US-6/CR-74,PUMP & PANTRY #24,Hastings,NE,330,3.399,40.582131,-98.36014,40.5862583,-98.38987259999999
896,6823,"I-10, EXIT 37",PETRO STOPPING CENTER #301,El Paso,TX,640,3.124,31.6608884,-106.2424377,31.7618778,-106.4850217
897,6840,"I-10, EXIT 68",PETRO DEMING,Deming,NM,640,3.38566666,32.2387926,-107.9926924,32.2686981,-107.7586404
898,6842,"US-20, EXIT 11 & SR-140",FLYNNS TRUCK PLAZA,Shrewsbury,MA,175,3.61566666,42.2500248,-71.7151994,42.2959267,-71.71284709999999
899,6845,"I-80, EXIT 237 & US-283",NEBRASKALAND TIRE SHOP,Lexington,NE,330,2.999,40.73903749999999,-99.7407704,40.7808398,-99.74150449999999
900,6850,"I-25, EXIT 135",BROKEN WHEEL TRUCK STOP,Douglas,WY,790,3.759,42.7381983,-105.3465535,42.7596897,-105.3822069
901,6857,"I-80, EXIT 19 & SR-659",TA SPARKS TRAVEL CENTER,Sparks,NV,966,3.899,39.534669,-119.7363237,39.5349112,-119.7526886
902,6859,US-81,PRIME STOP,Norfolk,NE,470,3.229,42.0920764,-97.4258409,42.0327168,-97.41681709999999
903,6864,"I-30, EXIT 106",JJS TRUCK STOP,Malvern,AR,695,3.31566666,34.4839995,-92.7259803,34.3624245,-92.8123856
904,6869,"I-70, EXIT 11 & CR-41",TA WHEELING TRAVEL CENTER,Valley Grove,WV,165,3.529,40.0701196,-80.56683869999999,40.0875732,-80.5703508
905,6883,US- 22 & SR-322,PILOT TRAVEL CENTERS #517,Duncannon,PA,70,4.199,40.4057063,-77.0096591,40.3981415,-77.0230334
906,6885,"I-77, EXIT 95 & SR-61",GO MART FOOD STORE #31,Charleston                              ,WV,44,3.499,38.3498195,-81.6326234,38.3498195,-81.6326234
907,6886,"I-70, EXIT 47",PWI #535,Palisade,CO,800,3.379,39.1102587,-108.3509193,39.1102587,-108.3509193
908,6897,US-20 & US-83,Speedee Mart #2890,Valentine,NE,475,3.329,42.8673234,-100.5498523,42.87278329999999,-100.5509669
909,6901,US-275,PRIME STOP,Wisner,NE,470,3.259,41.9914371,-96.9233098,41.9872249,-96.9142055
910,6915,"I-95, EXIT 3",FLITE LINE SUNOCO,Portsmouth,NH,34,3.69566666,43.0717552,-70.7625532,43.0717552,-70.7625532
911,6927,"I-85, EXIT 42",TORCH 85 TRUCK PLAZA,Tuskegee,AL,720,3.27233333,32.4891613,-85.63789229999999,32.430237,-85.7077266
912,6944,"I-82, EXIT 1 & US-730",CROSSROADS TRUCK STOP,Umatilla,OR,982,3.239,45.91791749999999,-119.3244407,45.9173549,-119.3425179
913,6948,"I-8I, EXIT 77",PILOT #4563,Harrisburg,PA,70,3.869,40.2731911,-76.8867008,40.2731911,-76.8867008
914,6951,"I-84, EXIT 216 & SR 331,",ARROWHEAD TRAVEL PLAZA,Pendleton,OR,982,3.259,45.64320379999999,-118.6829407,45.672075,-118.7885967
915,6954,SR-17MAHWA,BOLLA MARKET #198,Mahwah,NJ,115,3.58566666,41.1002267,-74.1656612,41.0886216,-74.1435843
916,6960,"I-80 & US-189, EXIT 3",FLYING J TRAVEL PLAZA #761,Evanston,WY,835,3.699,41.2646871,-110.9777604,41.2682794,-110.9632373
917,6961,"I-80, EXIT 358 & I-25, EXIT 9 & US-30",LITTLE AMERICA,Cheyenne,WY,795,3.709,41.11922999999999,-104.8576865,41.1399814,-104.8202462
918,6962,"I-80, EXIT 68 & SR-374",LITTLE AMERICA TRAVEL CENTER,Little America,WY,835,3.52566666,41.5444051,-109.8580288,41.5435694,-109.8590335
919,6963,"I-84, EXIT 1",Atlantis Fresh Market #553,Montague,NJ,120,3.509,41.3526925,-74.685092,41.2956937,-74.7839936
920,6968,US-41,R STORE #4513,Fond Du Lac,WI,360,3.299,43.7730448,-88.4470508,43.7730448,-88.4470508
921,6970,I-94  EXIT 4 & US-12,TA Twin City East Travel Center,Hudson,WI,450,3.54733333,44.9746896,-92.7568703,44.9746896,-92.7568703
922,6971,"I-41, EXIT 57 & SR-167",KWIK TRIP #1013,Richfield,WI,444,3.39066666,43.2518729,-88.1846197,43.2562201,-88.1943651
923,6975,"I-90/I-94, EXIT 132 & US-51",TRUCKERS INN STOP,De Forest,WI,420,3.199,43.1841849,-89.3232522,43.2477685,-89.343727
924,6976,US-41,MOASIS TRUCK CENTER,Little Chute,WI,444,3.199,44.29595,-88.306306,44.2799872,-88.3184394
925,6980,"I-90/I-94/I-39, EXIT 132 & US-51",TA MADISON TRAVEL CENTER,De Forest,WI,420,3.839,43.17421299999999,-89.32457699999999,43.2477685,-89.343727
926,6981,"US-151, EXIT 26",Kwik Trip #1197,Belmont,WI,335,3.564,42.7457475,-90.3413223,42.7361069,-90.33429459999999
927,6984,"I-64, EXIT 39 & SR-34",TA HURRICANE TRAVEL CENTER,Hurricane,WV,255,3.63233333,38.4536123,-81.9355155,38.4325896,-82.0201368
928,6986,"I-5, EXIT 136B, SR-509",LOVES TRAVEL STOP #448,Tacoma,WA,977,4.589,47.2453136,-122.38464,47.2528768,-122.4442906
929,6987,"I-90, EXIT 109 & US-97",One9 #965,Ellensburg                              ,WA,977,3.8656666666666664,46.9965144,-120.5478474,46.9965144,-120.5478474
930,6992,"I-5, EXIT 99",FLYING J #1169,Tumwater,WA,977,4.599,46.9523299,-122.9401495,47.0073187,-122.9093063
931,6994,"I-90, EXIT 286",FLYING J FRANCHISE #967,Spokane,WA,970,4.035,47.6579711,-117.4235319,47.6579711,-117.4235319
932,6999,"I-85, EXIT 4 & SR-93/SR-903",SIMMONS TRAVEL CENTER,Bracey,VA,180,3.099,36.5996739,-78.151028,36.5995598,-78.14305569999999
933,7003,"I-95, EXIT 92 & SR-54",TA ASHLAND TRAVEL CENTER,Ashland,VA,180,3.64233333,37.759243,-77.462921,37.7590318,-77.47998369999999
934,7004,"I-264, EXIT 13B",FRANKS TRUCKING CENTER,Chesapeake,VA,130,3.449,36.7838889,-76.4197222,36.7682088,-76.2874927
935,7005,"I-81 & I-64, EXIT 205",PETRO STOPPING CENTER,Raphine,VA,185,3.659,37.9373548,-79.2328102,37.9373548,-79.2328102
936,7007,"I-80, EXIT 242",KUM & GO #0201,Coralville,IA,380,3.294,41.6703926,-91.5677108,41.6960455,-91.6086028
937,7013,"I-15, EXIT 112",ERNIES TRUCK PLAZA,Beaver,UT,910,3.399,38.2880945,-112.6418453,38.2769149,-112.6410518
938,7016,"I-80, EXIT 99",TA SALT LAKE CITY TRAVEL CENTER,Tooele,UT,835,3.769,40.53077760000001,-112.29828,40.53077760000001,-112.29828
939,7018,"I-15 & I-80 SR 201, EXIT 305",FLYING J TRAVEL PLAZA #746,Salt Lake City,UT,835,3.73233333,40.7266491,-111.9155922,40.7607793,-111.8910474
940,7023,"I-40, EXIT 74",TA AMARILLO WEST TRAVEL CENTER,Amarillo,TX,585,3.279,35.1919379,-101.7589262,35.2219971,-101.8312969
941,7037,"I-10, EXIT 138",SAMS TRUCK STOP,Van Horn,TX,640,3.999,31.0347723,-104.8565288,31.0398558,-104.8307698
942,7045,US-64,BUBBLE CITY TRUCK STOP,Farmington,NM,614,3.70566666,36.7188494,-108.1678192,36.72805830000001,-108.2186856
943,7051,US-84 & US-180,PILOT #887,Snyder,TX,575,3.24566666,32.7052797,-100.8656032,32.7178862,-100.9176184
944,7056,"I-20, EXIT 242",TA SWEETWATER TRAVEL CENTER,Sweetwater,TX,575,3.15233333,32.448612,-100.44341,32.4709519,-100.4059384
945,7058,"I-27, EXIT 1C",YESWAY #1125,Lubbock,TX,700,2.969,33.5778239,-101.8552934,33.5778239,-101.8552934
946,7059,"I-20, EXIT 177 & US-87",TA BIG SPRING TRAVEL CENTER,Big Spring,TX,612,3.699,32.2648313,-101.490052,32.2503979,-101.4787355
947,7064,"I-10, EXIT 25",SPEEDWAY #9804,El Paso,TX,640,3.41566666,31.7618778,-106.4850217,31.7618778,-106.4850217
948,7066,"I-35,  EXIT 204",REFUEL #328,San Marcos,TX,595,2.999,29.8832749,-97.9413941,29.8832749,-97.9413941
949,7072,"I-24, EXIT 62",TA ANTIOCH TRAVEL CENTER,Antioch,TN,460,3.50566666,36.016022,-86.620041,36.0597177,-86.6715948
950,7077,"I-65, EXIT 22 & US-31 ALT/SR-11",THE TENNESSEAN TRUCKSTOP,Cornersville,TN,460,3.799,35.3614649,-86.8397236,35.3614649,-86.8397236
951,7078,"I-40 & SR-138, EXIT 68",TA DENMARK TRAVEL CENTER,Denmark,TN,435,3.539,35.5955325,-89.0557887,35.5328545,-89.003952
952,7080,"I-40, EXIT 197",ONE9 #1422,Moriarty,NM,580,3.11566666,35.0039701,-106.0289741,34.9900503,-106.0491893
953,7082,"I-65, EXIT 6",Chevron,Ardmore,TN,460,3.599,35.0110111,-86.87770069999999,35.0037911,-86.8571659
954,7084,US-12 & US-281,Holiday StationStore #2746500,Aberdeen,SD,248,3.114,45.4594055,-98.41975649999999,45.4646985,-98.4864829
955,7087,"I-90, EXIT 192 & I-90 BUS/US-83",PILOT #599,Murdo,SD,506,3.799,43.885784,-100.705254,43.8883224,-100.7129143
956,7088,"I-90, EXIT 61",FLYING J FRANCHISE #931,Rapid City,SD,506,3.15733333,44.1033943,-103.1502965,44.0805434,-103.2310149
957,7092,I-90 EXIT 399 & SR 115,LOVES TRAVEL STOP #445,Sioux Falls,SD,530,3.889,43.6041572,-96.7121969,43.5460223,-96.731265
958,7095,"I-95, EXIT 119",TA MANNING TRAVEL CENTER,Manning,SC,135,3.51733333,33.6951627,-80.2109134,33.6951627,-80.2109134
959,7106,"I-80, EXIT 42",PILOT DEALER #1163,Emlenton,PA,165,4.03566666,41.1753306,-79.7400045,41.1772836,-79.7078274
960,7112,"I-81, EXIT 77 & SR-39",TA HARRISBURG TRAVEL CENTER,Harrisburg,PA,70,3.81566666,40.2731911,-76.8867008,40.2731911,-76.8867008
961,7116,"I-80, EXIT 158",TA MILESBURG TRAVEL CENTER,Milesburg,PA,14,4.049,40.9589103,-77.7629927,40.9417272,-77.7850021
962,7121,"I-80, EXIT 232",TA BLOOMSBURG TRAVEL CENTER,Bloomsburg,PA,138,3.95733333,41.0143287,-76.492779,41.003698,-76.4549457
963,7126,"I-80, EXIT 120",SAPP BROS TRAVEL CENTER,Clearfield,PA,14,3.899,41.0434552,-78.3963953,41.0272796,-78.4391876
964,7128,"I-78, EXIT 10 (PA 645)",FLYING J #518,Myerstown,PA,208,3.869,40.4633929,-76.3398417,40.3745363,-76.30273179999999
965,7129,"I-80 EXIT 78, & SR-36",TA BROOKVILLE TRAVEL CENTER,Brookville,PA,14,4.029,41.1728598,-79.0991499,41.1611746,-79.0830924
966,7131,"I-76 & US30, EXIT 161",TA BREEZEWOOD TRAVEL CENTER,Breezewood,PA,14,4.299,40.00109440000001,-78.2331355,39.9991865,-78.2388071
967,7132,"I-15, EXIT 12",Terrible Herbst dba/One9 #1395,Jean,NV,910,3.459,35.7799858,-115.3249348,35.778868,-115.3238828
968,7135,"I-81, EXIT 52 & I-76, EXIT 226",PETRO STOPPING CENTER #336,Carlisle,PA,70,4.149,40.2318865,-77.141701,40.2010241,-77.20027449999999
969,7136,"I-80, EXIT 173 & SR-64",TA LAMAR TRAVEL CENTER,Lamar,PA,14,4.03566666,41.0277012,-77.52107079999999,41.0151926,-77.5314744
970,7137,"I-80, EXIT 29 & SR-8",TA BARKEYVILLE TRAVEL CENTER,Harrisville,PA,165,4.044,41.1399924,-80.0251075,41.1367274,-80.0092239
971,7147,"I-5, EXIT 307",JUBITZ TRAVEL PLAZA,Portland,OR,935,3.859,45.515232,-122.6783853,45.515232,-122.6783853
972,7148,"I-84, EXIT 17",TA TROUTDALE TRAVEL CENTER,Troutdale,OR,935,3.93233333,45.5438509,-122.3957688,45.5299324,-122.399317
973,7154,"I-40, EXIT 140",TA OKLAHOMA CITY WEST TRAVEL CENTER,Oklahoma City,OK,483,3.30233333,35.461628,-97.689285,35.4675602,-97.5164276
974,7156,"I-40, EXIT 142",TA OKLAHOMA CITY EAST TRAVEL CENTER,Oklahoma City,OK,483,3.30066666,35.461628,-97.689285,35.4675602,-97.5164276
975,7166,"I-70 & US-42, EXIT 79",TA London Travel Center,London,OH,315,3.49233333,39.8864493,-83.4482529,39.8864493,-83.4482529
976,7169,"I-80 & SR 46, EXIT 223",TA YOUNGSTOWN TRAVEL CENTER,Youngstown,OH,573,3.444,41.12171900000001,-80.766479,41.0997803,-80.6495194
977,7170,"I-80, EXIT 234",TRUCK WORLD TRUCKSTOP,Hubbard,OH,573,3.259,41.1781334,-80.5667204,41.1564463,-80.569239
978,7172,"I-80 & I-280, EXIT 71",TA TOLEDO EAST TRAVEL CENTER,Perrysburg,OH,550,3.78066666,41.556996,-83.627157,41.556996,-83.627157
979,7173,"SR-17, EXIT 66",SPEEDWAY #9954,Apalachin,NY,32,4.049,42.0592738,-76.1415785,42.0695189,-76.1546504
980,7176,"I-70,  EXIT 10 & US-127",TA DAYTON TRAVEL CENTER,Eaton,OH,317,3.40066666,39.7439405,-84.6366201,39.7439405,-84.6366201
981,7179,"I-90, EXIT 52E",JIMS TRUCK PLAZA,Buffalo                                 ,NY,38,3.729,42.9071503,-78.7584107,42.88644679999999,-78.8783689
982,7180,"I-70, EXIT 126 & SR-37",TA HebronTravel Center,Hebron,OH,315,3.38233333,39.9617305,-82.4912676,39.9617305,-82.4912676
983,7183,"I-90, EXIT 235 & SR-193",TA KINGSVILLE TRAVEL CENTER,Kingsville,OH,305,3.88233333,41.8765665,-80.6666376,41.8901248,-80.6758667
984,7184,"I-71, EXIT 65 & SR-435 & US-35",TA JEFFERSONVILLE EAST TRAVEL CENTER,Jeffersonville,OH,315,3.32733333,39.616559,-83.6036481,39.6539436,-83.5631915
985,7189,"I-94, EXIT 260",S and R Truck Plaza,Jamestown,ND,390,3.58566666,46.8929677,-98.68157699999999,46.9105438,-98.7084357
986,7190,"I-94, EXIT 307",Tower Travel Center,Tower City,ND,341,3.51566666,46.921073,-97.68009599999999,46.9227548,-97.67398890000001
987,7196,"I-26, EXIT 28",SALUDA TRUCK PLAZA,Saluda                                  ,NC,210,3.099,35.245329,-82.32994339999999,35.2362264,-82.3492839
988,7197,"I-90, EXIT 42",7-ELEVEN #35115,Phelps,NY,190,4.034000000000001,42.9510411,-76.9762999,42.9564,-77.03341790000002
989,7198,"I-85, EXIT 71",LOVES TRAVEL STOP #507,Salisbury,NC,46,3.51066666,35.6089314,-80.5176673,35.6709727,-80.4742261
990,7212,"I-90 & RTE 22, EXIT B-3",ONVO TRAVEL PLAZA,Canaan,NY,12,3.419,42.3610868,-73.4273479,42.4116592,-73.447175
991,7213,"I-90, EXIT 58",SENECA ONE STOP,Irving                                  ,NY,38,2.949,42.5706659,-79.1007324,42.5673417,-79.11263339999999
992,7215,"I-90, EXIT 28",TA FULTONVILLE TRAVEL CENTER,Fultonville,NY,12,4.039,42.9489093,-74.36278759999999,42.9478514,-74.3704128
993,7216,"SR-17, EXIT 63",ONVO TRAVEL PLAZA - LOUNSBERRY,Nichols,NY,220,3.419,42.0636111,-76.3236111,42.021741,-76.36688149999999
994,7220,US-9W/SR-32,CUMBERLAND FARMS #001662,Glenmont,NY,12,3.774,42.6052,-73.76989449999999,42.6052,-73.76989449999999
995,7222,"I-40/US-54, EXIT 277 & US-84",TA SANTA ROSA TRAVEL CENTER,Santa Rosa,NM,580,3.45233333,34.94572400000001,-104.6611999,34.93867,-104.6824892
996,7225,US-60,LOVES TRAVEL STOP #329,Clovis,NM,593,4.089,34.3948819,-103.1445478,34.4047987,-103.2052272
997,7226,"I-10, EXIT 139",TA LAS CRUCES TRAVEL CENTER,Las Cruces,NM,640,3.14066666,32.3199396,-106.7636538,32.3199396,-106.7636538
998,7227,"I-10, VADO EXIT 155",NATIONAL TRUCK STOP,Vado                                    ,NM,640,2.999,32.1225101,-106.639377,32.1117649,-106.6624959
999,7228,"I-40, EXIT 159D & I-25/US-85, EXIT 227",MAVERIK COUNTRY STORE #638,Albuquerque,NM,580,3.20733333,35.0843859,-106.650422,35.0843859,-106.650422
1000,7229,"I-40, EXIT 16 & HWY 66",TA GALLUP TRAVEL CENTER,Gallup,NM,580,3.43233333,35.5058193,-108.8361561,35.5280783,-108.7425843
1001,7230,"I-10, EXIT 81",DEMING TRUCK STOP,Deming,NM,640,2.899,32.2657104,-107.7744143,32.2686981,-107.7586404
1002,7231,"I-25, EXIT 227 OR 225",TA ALBUQUERQUE TRAVEL CENTER,Albuquerque,NM,580,3.58733333,35.110943,-106.62383,35.0843859,-106.650422
1003,7234,"I-78/US-22, EXIT 7 & SR-173",TA BLOOMSBURY TRAVEL CENTER,Bloomsbury,NJ,115,3.79066666,40.658852,-75.0734559,40.6539892,-75.08656189999999
1004,7237,"I-80, EXIT 4 & SR-94",TA COLUMBIA TRAVEL CENTER,Columbia,NJ,115,4.099,40.931175,-75.09764899999999,40.9256446,-75.0931123
1005,7239,"I-295, EXIT 18A",TA PAULSBORO TRAVELCENTER,Paulsboro,NJ,150,3.999,39.820183,-75.237854,39.830391,-75.2404607
1006,7240,"I-78, EXIT 12 & US-22",Pilot Travel Centers #190,Hampton                                 ,NJ,105,3.809,40.636962,-74.96846099999999,40.7070446,-74.9560032
1007,7244,"I-15, EXIT 33",TA LAS VEGAS TRAVEL CENTER,Las Vegas,NV,910,3.73566666,36.0432479,-115.187273,36.171563,-115.1391009
1008,7248,"I-15, EXIT 37",WILD WILD WEST TRAVEL PLAZA,Las Vegas,NV,910,3.76733333,36.1018834,-115.186605,36.171563,-115.1391009
1009,7263,"I-80, EXIT 107",FLYING J #904,Big Springs,NE,475,3.48233333,41.0517208,-102.0703835,41.0630102,-102.0740255
1010,7264,"I-80, EXIT 305",TA GRAND ISLAND WEST TRAVEL CENTER,Alda,NE,330,3.169,40.9263957,-98.3420118,40.8691794,-98.46839969999999
1011,7265,"I-80, EXIT 164 & CR-56C",Fast Stop Travel Centers #1151,Hershey,NE,475,3.499,41.1407029,-101.003861,41.1586079,-101.002652
1012,7267,"I-80, EXIT 126",TA OGALLALA TRAVEL CENTER,Ogallala,NE,475,3.46566666,41.1137919,-101.71178,41.12821780000001,-101.7203993
1013,7268,"I-80, EXIT 440 & SR-50, EXIT 440",SAPP BROS TRAVEL CENTER,Omaha,NE,486,3.28066666,41.1606363,-96.1429922,41.2565369,-95.9345034
1014,7269,"I-80, EXIT 312 & US-281/US-34",GRAND ISLAND TRAVEL CENTER,Grand Island,NE,330,3.26566666,40.9263957,-98.3420118,40.9263957,-98.3420118
1015,7282,"I-87, EXIT 17N & US-9",ALLTOWN FRESH,Fort Edward,NY,12,3.769,43.2519316,-73.66896799999999,43.2670175,-73.5845597
1016,7284,"I-90, EXIT 96 & US-93/SR-200",MURALTS TRUCK PLAZA,Missoula,MT,820,3.609,46.9548133,-114.1303635,46.8721284,-113.9940314
1017,7285,"SR-17, EXIT 20",SENECA ONE STOP,Salamanca                               ,NY,38,3.309,42.158839,-78.7450082,42.1578412,-78.71503109999999
1018,7286,"I-90, EXIT 96 & US-93",TA MISSOULA,Missoula,MT,820,3.699,46.948544,-114.1311,46.8721284,-113.9940314
1019,7288,"I-90, EXIT 437",TA LAUREL,Laurel,MT,780,3.61233333,45.6822901,-108.7038455,45.6691159,-108.7715328
1020,7289,"I-44, EXIT 88 & SR-125",TA STRAFFORD,Strafford,MO,535,3.36566666,37.2744576,-93.11521809999999,37.2683802,-93.11712639999999
1021,7291,"I-70, EXIT 28",TA OAK GROVE TRAVEL CENTER,Oak Grove,MO,400,3.22233333,39.0050073,-94.12939089999999,39.0050073,-94.12939089999999
1022,7293,"I-55, EXIT 58 & SR-80",TA Matthews Travel Center,Matthews,MO,574,3.20566666,36.7592218,-89.5867458,36.7592218,-89.5867458
1023,7299,"I-70, EXIT 148 & US-54",GASPERS - FAST LANE,Kingdom City,MO,392,2.959,38.9425398,-91.94274109999999,38.952819,-91.9390674
1024,7300,"I-44, EXIT 127",B AND D AUTO TRUCK PLAZA,Lebanon,MO,416,3.099,37.6805967,-92.6637865,37.6805967,-92.6637865
1025,7310,"I-55, EXIT 220",AAA HOSPITALITY,Tillatoba,MS,435,2.784,33.98483520000001,-89.89675539999999,33.98483520000001,-89.89675539999999
1026,7312,"I-70, EXIT 208",208 FUEL PLAZA,Belmont,OH,430,3.419,40.0614767,-81.05435279999999,40.0292374,-81.0389883
1027,7314,"I-20 & I-59, EXIT 160",TA MERIDIAN TRAVEL CENTER,Meridian,MS,705,2.91233333,32.3643098,-88.703656,32.3643098,-88.703656
1028,7323,"I-94/US-52, EXIT 127 & US-71",TRUCKERS INN,Sauk Centre,MN,453,3.22566666,45.7181639,-94.95478890000001,45.737465,-94.9525216
1029,7326,"I-35 & I-90, EXIT 11",PETRO STOP #398,Albert Lea,MN,515,4.099,43.6572396,-93.3177833,43.6478006,-93.3686555
1030,7327,"I-69,EXIT 25 & SR-60",TA TEKONSHA,Tekonsha,MI,385,3.629,42.0933791,-84.985805,42.0933791,-84.985805
1031,7331,US-52 & SR-234,SPEEDWAY #9266,Ironton,OH,255,3.699,38.5263147,-82.6661185,38.5367471,-82.6829406
1032,7332,"I-75, EXIT 32A",FLYING J #895,Trenton,MI,325,3.379,42.1394858,-83.1782587,42.1394858,-83.1782587
1033,7335,"I-94, EXIT 12",TA SAWYER TRAVEL CENTER,Sawyer,MI,465,3.694,41.885502,-86.59966999999999,41.88550310000001,-86.5898397
1034,7337,"I-94, EXIT 104",TA BATTLE CREEK,Battle Creek,MI,385,4.0015,42.3211522,-85.17971419999999,42.3211522,-85.17971419999999
1035,7341,"I-495, EXIT 14A & US-1",INTERSTATE TRAVEL PLAZA,Wrentham,MA,175,3.699,42.0471108,-71.3027656,42.0667652,-71.3281114
1036,7344,US-1,BEST QUICK STOP,Peabody,MA,178,3.61566666,42.5351256,-70.9889507,42.5278731,-70.9286609
1037,7353,"I-95, EXIT 44",DYSARTS SERVICE,Bangor,ME,26,3.799,44.7762511,-68.8594212,44.8016128,-68.7712257
1038,7354,"I-95, EXIT 2",CIRCLE K #4707065,Kittery,ME,125,3.899,43.099249,-70.747674,43.0881256,-70.73613700000001
1039,7357,"I-10, EXIT 266 & US-190",TA SLIDELL TRAVEL CENTER,Slidell,LA,725,3.154,30.284828,-89.75142699999999,30.2751945,-89.78117449999999
1040,7360,ST 103,KINGS TRUCK STOP,Port Barre                              ,LA,600,3.189,30.5472698,-92.0011055,30.5601953,-91.9540054
1041,7364,"I-80, EXIT 226",Petro Stopping Center,Girard,OH,573,3.45233333,41.1408633,-80.71727949999999,41.1539465,-80.7014662
1042,7370,"I-65, EXIT 38 & SR-101",TA SMITHS GROVE,Smiths Grove,KY,415,3.43233333,37.0450241,-86.2103165,37.0525453,-86.2077608
1043,7371,"I-65, EXIT 81 & SR-84",One9 #392,Sonora,KY,415,3.19566666,37.5220114,-85.882862,37.5240307,-85.893198
1044,7372,"I-75/I-71, EXIT 175 & SR-338",TA WALTON #28,Walton,KY,300,3.00233333,37.8393332,-84.2700179,38.87561940000001,-84.61022129999999
1045,7379,"I-65, EXIT 2 & US-31W",KEYSTOP TRAVEL CENTER,Franklin,KY,460,2.899,36.6612379,-86.5548834,36.7187855,-86.5785573
1046,7382,"I-75, EXIT 181",TA FLORENCE TRAVEL CENTER,Florence,KY,300,3.07066666,39.0000647,-84.6446307,38.9989499,-84.62661109999999
1047,7385,"I-70/US-40, EXIT 127 & US-283",WAKEENEY 24 7 STORE #3,Wakeeney,KS,525,3.09066666,39.02500819999999,-99.87956559999999,39.02500819999999,-99.87956559999999
1048,7387,"I-70, EXIT 76 & US-40/US-83",TA Oakley,Oakley,KS,525,3.649,39.1201729,-100.811098,39.1270975,-100.8479688
1049,7389,"I-77, EXIT 1 & SR-7",GO MART FOOD STORE #58,Marietta,OH,430,3.799,39.41535200000001,-81.45484359999999,39.41535200000001,-81.45484359999999
1050,7396,US-20/SR-18,7-ELEVEN #36180,Monroeville,OH,550,3.614,41.2480075,-82.6993866,41.2442202,-82.69629259999999
